xlinkA	xlinkB	n_strands
703	703	1
703	38476	1
704	26628	1
704	49274	1
704	53555	1
705	18450	1
705	19213	1
705	47576	1
706	18131	1
706	30983	1
706	53525	1
707	5813	1
707	32098	1
707	40909	1
708	25244	1
708	26482	1
708	45349	1
709	32462	1
709	48364	1
709	72207	1
710	28253	1
710	30306	1
710	73165	1
711	14223	1
711	32362	1
711	68607	1
712	4657	1
712	11502	1
712	77534	1
713	42686	1
713	60052	1
713	66148	1
714	54001	1
714	63367	1
714	64162	1
715	57695	1
715	73201	1
715	76281	1
716	4952	1
716	7370	1
716	55944	1
717	40230	1
717	60362	1
717	72460	1
718	17302	1
718	32789	1
718	78896	1
719	35908	1
719	46128	1
720	5483	1
720	18795	1
720	67961	1
721	2708	1
721	25088	1
721	51601	1
722	21649	1
722	30999	1
722	55939	1
723	9031	1
723	10761	1
723	12674	1
724	40518	1
724	58122	1
724	80014	1
725	25881	1
726	32234	1
726	70059	1
727	51225	1
727	56899	1
727	66529	1
728	20767	1
728	28478	1
728	45023	1
729	5699	1
729	15505	1
729	37032	1
730	36699	1
730	55677	1
730	66982	1
731	8039	1
731	25954	1
731	65533	1
732	3212	1
732	13225	1
732	51174	1
733	9499	1
733	32685	1
733	65517	1
734	31007	2
734	46904	1
735	2982	2
735	77875	1
736	4788	1
736	25980	1
736	35116	1
737	16172	1
737	49203	1
737	79539	1
738	12851	1
738	44460	1
738	76246	1
739	739	1
739	60152	1
740	63179	1
741	741	1
741	23803	1
742	742	1
742	57571	1
743	8105	1
743	27121	1
743	46493	1
744	35739	1
744	44040	1
744	63721	1
745	22975	1
745	39413	1
745	67219	1
746	6028	1
746	14063	1
746	43863	1
747	35870	1
747	57698	1
747	78499	1
748	13322	1
748	19855	1
748	32902	1
749	4712	1
749	48587	1
749	57541	1
750	25112	1
750	28977	1
750	55504	1
751	751	1
751	1784	1
752	10157	1
752	63897	1
752	71796	1
753	9909	1
753	24483	1
753	32651	1
754	39345	1
754	76283	1
755	11882	1
755	48103	2
756	56428	1
756	74567	1
756	77169	1
757	8405	1
757	47840	1
757	79153	1
758	16316	1
758	19794	1
758	50289	1
759	15939	1
759	17259	1
759	60251	1
760	22068	1
760	28667	1
760	29007	1
761	4468	1
761	30343	1
761	31428	1
762	46036	1
762	67638	2
763	17713	1
763	51136	1
763	72249	1
764	34305	1
764	70403	1
764	78034	1
765	12189	1
765	21484	1
765	80521	1
766	35536	1
766	59488	1
766	59964	1
767	30384	1
767	38952	1
767	63323	1
768	18070	1
768	37616	1
768	74926	1
769	1907	1
769	15709	1
769	77541	1
770	29471	1
770	63007	1
770	68024	1
771	6057	1
771	7401	1
771	46886	1
772	43741	1
772	74105	1
772	74378	1
773	17882	1
773	31129	1
774	23899	1
774	55517	1
774	73543	1
775	13957	1
775	61520	1
775	67089	1
776	15202	1
776	16605	1
776	68535	1
777	1185	1
777	16820	1
777	65167	1
778	34111	1
778	39504	1
778	69320	1
779	34679	1
779	58845	1
779	77779	1
780	26182	1
780	44955	1
780	47506	1
781	34890	1
781	57826	1
781	67907	1
782	16767	1
782	52319	1
782	70124	1
783	5063	1
783	17986	1
783	51888	1
784	15969	1
784	51140	1
784	52585	1
785	30441	1
785	46854	1
785	53196	1
786	20774	1
786	68349	1
787	45072	1
787	72325	1
787	73933	1
788	11931	1
788	34556	1
788	75290	1
789	9048	1
789	52560	1
789	77757	1
790	4080	1
790	27218	1
790	29715	1
791	62402	1
791	69771	1
791	72515	1
792	6221	1
792	56136	1
793	1768	1
793	42972	1
793	67077	1
794	33685	1
794	44967	1
794	51566	1
795	20723	1
795	73768	1
795	75684	1
796	49632	1
796	49945	1
796	78774	1
797	3618	1
797	46701	1
797	53958	1
798	14653	1
798	26565	1
798	34604	1
799	1966	1
799	63491	1
799	68167	1
800	800	1
800	63515	1
801	9401	1
801	32238	1
801	53024	1
802	28516	1
802	55761	1
802	61304	1
803	3867	1
803	5846	1
803	43005	1
804	30359	1
804	38033	1
804	55287	1
805	39238	1
805	40120	1
805	50955	1
806	806	1
806	62098	1
807	11758	1
807	17334	1
807	39279	1
808	3792	1
808	50550	1
808	52803	1
809	20321	1
809	34206	1
809	48194	1
810	14331	1
810	66130	1
810	69056	1
811	34767	1
811	39857	1
811	74700	1
812	8512	1
812	26683	1
812	37230	1
813	47912	1
813	64901	1
813	67484	1
814	26759	1
814	53346	1
815	48963	1
815	66026	1
815	74915	1
816	55271	1
816	66065	1
816	76613	1
817	25029	1
817	28419	1
817	28591	1
818	33453	1
818	65217	1
818	71732	1
819	819	1
819	59053	1
820	9197	1
820	9613	1
820	19339	1
821	43002	1
821	61984	1
821	66057	1
822	8139	1
822	44151	1
822	74903	1
823	19015	1
823	22603	1
823	55706	1
824	2399	1
824	51760	1
824	63266	1
825	35291	1
825	47876	1
825	79674	1
826	6728	1
826	45248	1
826	72269	1
827	8627	1
827	20775	1
828	17518	1
828	27985	1
828	56114	1
829	36440	1
829	44652	1
829	67604	1
830	11483	1
830	74146	1
831	16433	1
831	36905	1
831	61214	1
832	11563	1
832	59677	1
832	70241	1
833	5436	1
833	44326	1
833	71970	1
834	2509	1
834	50634	1
835	27331	1
835	52931	1
836	25958	1
836	45036	1
836	64584	1
837	6072	1
837	10654	1
837	42470	1
838	45809	1
838	50339	1
838	70046	1
839	26147	1
839	63585	1
839	66565	1
840	21897	1
840	37572	1
840	39719	1
841	12545	1
841	52909	1
841	74772	1
842	1278	1
842	31783	1
842	71242	1
843	48137	1
843	61950	1
843	79936	1
844	57373	1
844	59192	1
844	61335	1
845	59278	1
846	17678	1
846	33789	1
846	78619	1
847	23778	1
847	31177	1
847	53060	1
848	848	1
848	10994	1
849	61556	2
849	62725	1
850	4357	1
850	26592	1
850	49989	1
851	44759	1
851	52850	1
851	65190	1
852	26238	1
852	28775	1
852	64097	1
853	10318	1
853	74974	1
854	23890	1
854	31761	1
854	79125	1
855	23591	1
855	46766	1
855	74655	1
856	22601	1
856	44297	1
856	52529	1
857	5053	1
857	6107	1
858	26738	1
858	28507	1
858	34079	1
859	46569	1
859	63586	1
859	75232	1
860	27836	1
860	51686	1
860	80071	1
861	20033	1
861	25262	1
861	55978	1
862	5744	1
862	23293	1
862	29925	1
863	31260	1
863	54443	1
863	73908	1
864	14013	1
864	24566	1
864	70438	1
865	7597	1
865	49111	1
865	62823	1
866	30578	1
866	48547	1
866	68425	1
867	7252	1
867	58331	2
868	43886	1
868	65633	1
868	80552	1
869	39726	1
869	55724	1
869	59124	1
870	36557	1
870	37676	1
870	50382	1
871	55207	1
871	70659	1
871	71462	1
872	6891	1
872	57144	1
872	62744	1
873	35545	1
873	36907	1
873	55198	1
874	874	1
874	78189	1
875	875	1
875	41887	1
876	4767	1
876	37064	1
876	69820	1
877	22935	1
877	45069	1
877	66289	1
878	6653	1
878	19516	1
878	37114	1
879	12599	1
879	19720	1
879	37186	1
880	4731	1
880	17941	1
880	19526	1
881	881	1
881	38642	1
882	13098	1
882	17722	1
882	30381	1
883	38564	1
883	73525	1
883	75114	1
884	64722	1
884	70484	1
884	77078	1
885	29863	1
885	31143	1
885	49591	1
886	886	1
886	43291	1
887	5123	1
887	36448	1
887	51160	1
888	26239	2
888	70584	1
889	14797	1
889	62978	1
889	66425	1
890	24048	1
890	40389	1
890	42321	1
891	16291	1
891	30119	1
891	73068	1
892	33064	1
892	46918	1
892	69275	1
893	5619	1
893	32884	1
893	74899	1
894	40668	1
894	46337	1
894	67912	1
895	5745	1
895	16665	1
895	51955	1
896	57655	1
896	73838	1
897	15783	1
897	58397	1
898	15735	1
898	20101	1
898	79032	1
899	4916	1
899	36927	1
899	46281	1
900	10237	1
900	53179	1
900	76512	1
901	901	1
901	73451	1
902	32410	1
902	48256	2
903	3048	1
903	70006	1
903	70439	1
904	5463	1
904	18158	1
904	24808	1
905	32911	1
905	47777	1
905	47991	1
906	51091	1
906	63891	1
906	72710	1
907	32505	1
907	34090	1
907	49543	1
908	908	1
908	23907	1
909	15864	1
909	52525	1
909	67374	1
910	15426	1
910	31475	1
910	32962	1
911	6008	1
911	32965	1
911	57050	1
912	10652	1
912	13282	1
912	72026	1
913	9531	1
913	38973	1
913	57297	1
914	914	1
914	8229	1
915	17549	2
916	19757	1
916	49812	1
916	59478	1
917	28373	1
917	63795	1
917	75823	1
918	21317	1
918	45717	1
918	66765	1
919	30768	1
920	920	1
920	72588	1
921	31379	1
921	34516	1
921	70763	1
922	25968	1
922	27695	1
922	37354	1
923	36079	1
923	36084	1
923	79940	1
924	49019	1
924	75549	1
924	78565	1
925	6782	1
925	11820	1
925	79138	1
926	15128	1
926	42811	1
926	79227	1
927	15156	1
927	37639	1
927	59426	1
928	2083	1
928	47602	1
929	10249	1
929	10529	1
929	45494	1
930	1890	1
930	10052	1
930	24275	1
931	16687	1
931	45228	1
931	68338	1
932	15727	1
932	30503	1
932	53409	1
933	14419	1
933	52043	1
933	53173	1
934	28337	1
934	62864	1
934	79075	1
935	15939	1
935	33409	1
935	63832	1
936	9609	1
936	34315	1
936	73796	1
937	15181	1
937	29661	1
937	62278	1
938	2702	1
938	80373	1
939	48949	1
939	56423	1
939	72731	1
940	940	1
940	15343	1
941	3897	1
941	53093	1
942	13680	1
942	28907	1
943	943	1
943	18418	1
944	19491	1
944	53922	1
944	61241	1
945	20375	1
945	49278	1
945	49794	1
946	18741	1
946	43460	1
946	66366	1
947	27883	1
947	60963	1
948	4064	1
948	18212	1
948	39931	1
949	28259	1
949	74914	1
949	75239	1
950	16863	1
950	68958	1
950	74134	1
951	9024	1
951	14591	1
951	50252	1
952	15074	1
952	50573	1
952	67839	1
953	9600	1
953	31209	1
953	71308	1
954	16203	1
954	19713	1
954	51190	1
955	38668	1
955	44003	1
955	58961	1
956	26254	1
956	35035	1
956	50622	1
957	10477	1
957	37438	1
957	67089	1
958	11236	1
958	57069	1
958	74971	1
959	66605	1
959	68185	1
959	75951	1
960	6205	1
960	24008	1
960	74948	1
961	11983	1
961	21644	1
961	70521	1
962	39593	1
962	58670	1
962	78658	1
963	1643	1
963	48839	1
963	59929	1
964	3626	1
964	23122	1
964	53707	1
965	25837	2
965	61576	1
966	966	1
966	26213	1
967	13154	1
967	58772	1
967	62405	1
968	28239	1
968	31271	1
968	69096	1
969	17674	1
969	24260	1
969	59667	1
970	24297	1
970	32530	1
970	67990	1
971	16867	1
971	60374	1
971	68380	1
972	32235	1
972	72155	1
972	75365	1
973	19549	1
973	75066	1
973	79373	1
974	6050	1
974	16241	1
974	47025	1
975	975	1
975	50377	1
976	10328	1
976	54325	1
976	58830	1
977	6990	1
977	8573	1
977	68167	1
978	1208	1
978	4966	1
978	55806	1
979	17563	1
979	18940	1
979	25351	1
980	12137	1
980	30950	1
980	57291	1
981	2435	1
981	64303	1
981	73338	1
982	52761	1
982	65193	2
983	25118	1
983	30982	1
983	68623	1
984	33649	1
984	54606	1
984	66799	1
985	10053	1
985	16731	1
985	49151	1
986	3636	1
986	45138	1
986	52418	1
987	24907	1
987	39526	1
987	72369	1
988	4687	1
988	6731	1
988	68217	1
989	989	1
989	45168	1
990	29285	1
990	45706	1
990	80631	1
991	2784	1
991	58745	1
991	62670	1
992	49887	1
992	55437	1
992	68127	1
993	29629	1
993	36806	1
993	53459	1
994	994	1
994	78667	1
995	19197	1
995	43628	1
995	57205	1
996	3851	1
996	20203	1
996	22173	1
997	5071	1
997	24895	1
997	66320	1
998	32903	1
998	60505	1
998	76069	1
999	17623	1
999	31635	1
999	63871	1
1000	26806	1
1000	32732	1
1000	38909	1
1001	20065	1
1001	67065	1
1001	73359	1
1002	6431	1
1002	64614	1
1003	1003	1
1003	5824	1
1004	37550	1
1004	63982	1
1004	76407	1
1005	12296	1
1005	15749	1
1005	36947	1
1006	42880	2
1006	76726	1
1007	7874	1
1007	40266	1
1007	52868	1
1008	5571	1
1008	15674	1
1008	66568	1
1009	1009	1
1009	46887	1
1010	6652	1
1010	18885	1
1010	24072	1
1011	7369	1
1011	32474	1
1011	35840	1
1012	5506	1
1012	45659	1
1013	28859	1
1013	51975	1
1013	53630	1
1014	33319	1
1014	34443	1
1014	54339	1
1015	29414	1
1015	65738	1
1016	8563	1
1016	13037	1
1016	65742	1
1017	42085	1
1017	51849	1
1017	73015	1
1018	7503	1
1018	25045	1
1018	42424	1
1019	2934	1
1019	71218	1
1019	75167	1
1020	1184	1
1020	59244	1
1020	60037	1
1021	19952	1
1021	27758	1
1021	52447	1
1022	1022	1
1022	52422	1
1023	2061	1
1023	9241	1
1023	25946	1
1024	37685	1
1024	67066	1
1024	77497	1
1025	4226	1
1025	73245	1
1025	79637	1
1026	6436	1
1026	7701	1
1026	49344	1
1027	12248	1
1027	23699	1
1027	24864	1
1028	13663	1
1028	59306	1
1028	73474	1
1029	7570	1
1029	42452	1
1029	57427	1
1030	2548	1
1030	44097	1
1030	79837	1
1031	25166	1
1031	27341	1
1031	74964	1
1032	14637	1
1032	54817	1
1032	60558	1
1033	26733	1
1033	43603	1
1033	70828	1
1034	6970	1
1034	42960	1
1034	65209	1
1035	18176	1
1035	62453	1
1036	12400	1
1036	12861	1
1036	29439	1
1037	20273	1
1037	30506	1
1038	1038	1
1038	33960	1
1039	4141	1
1039	4616	1
1039	71946	1
1040	13398	1
1040	23917	1
1040	40188	1
1041	8472	1
1041	15160	1
1041	22084	1
1042	19621	1
1042	56857	1
1042	68996	1
1043	47585	1
1043	70432	1
1043	71475	1
1044	43336	1
1044	54284	1
1044	73173	1
1045	18912	1
1045	36605	1
1045	70984	1
1046	30390	1
1046	46666	1
1046	54442	1
1047	17153	1
1047	43624	1
1047	44652	1
1048	25617	1
1048	57454	1
1048	65619	1
1049	15827	1
1049	34634	1
1049	63089	1
1050	52330	1
1050	58886	2
1051	42370	1
1051	51205	1
1051	52018	1
1052	40475	1
1052	45688	1
1052	55849	1
1053	25068	1
1053	73632	1
1054	50789	1
1054	53950	1
1054	60153	1
1055	10560	1
1055	50718	1
1055	73489	1
1056	15894	1
1056	21334	1
1056	48285	1
1057	1926	1
1057	2946	1
1057	59749	1
1058	16119	1
1058	27769	1
1058	73877	1
1059	2413	1
1059	23472	1
1059	54117	1
1060	48080	1
1060	51231	1
1060	80113	1
1061	31050	1
1061	52488	1
1061	57745	1
1062	1062	1
1062	28749	1
1063	22550	1
1063	38829	1
1063	50210	1
1064	4477	1
1064	51520	1
1064	76674	1
1065	1065	1
1065	57286	1
1066	1066	1
1066	8711	1
1067	47555	1
1067	47939	1
1067	80185	1
1068	35387	1
1068	47059	1
1068	55893	1
1069	3115	1
1069	68527	1
1069	76219	1
1070	43884	1
1070	44258	1
1070	47403	1
1071	18550	1
1071	27605	1
1071	65906	1
1072	12768	1
1072	13336	1
1072	58588	1
1073	6003	1
1073	17431	1
1073	37402	1
1074	25515	1
1074	60336	1
1074	76751	1
1075	34685	1
1075	43419	1
1075	60186	1
1076	1944	1
1076	21862	1
1076	55513	1
1077	26950	1
1077	53126	1
1077	68833	1
1078	1078	1
1078	34623	1
1079	9234	1
1079	51106	1
1079	77399	1
1080	14381	1
1080	44536	1
1080	80108	1
1081	1787	1
1081	24378	1
1081	78869	1
1082	14292	1
1082	16628	1
1082	64170	1
1083	19356	1
1083	33455	1
1083	47187	1
1084	68275	1
1084	71758	1
1084	78064	1
1085	1085	1
1085	3314	1
1086	44420	2
1086	74981	1
1087	13061	1
1087	50193	1
1087	63672	1
1088	26469	1
1088	43970	1
1088	51336	1
1089	3500	1
1089	60667	1
1089	65955	1
1090	7339	1
1090	19283	1
1090	31014	1
1091	12133	1
1091	25130	1
1091	70204	1
1092	8207	1
1092	15424	1
1092	49514	1
1093	2885	1
1093	12149	1
1093	49348	1
1094	13789	1
1094	29105	1
1094	29440	1
1095	27130	1
1095	39201	1
1095	61314	1
1096	1096	1
1096	73764	1
1097	14463	1
1097	73773	1
1098	6325	1
1098	52611	1
1098	79995	1
1099	6607	1
1099	79780	1
1100	8058	1
1100	9869	1
1100	48753	1
1101	13280	1
1101	27277	1
1101	75637	1
1102	33660	1
1102	38988	1
1102	56981	1
1103	19771	1
1103	30411	1
1103	45290	1
1104	68384	1
1104	73620	1
1104	77059	1
1105	4025	1
1105	42684	1
1105	64436	1
1106	17163	1
1106	33646	1
1106	37518	1
1107	34576	1
1107	37209	1
1107	63079	1
1108	32290	1
1108	34993	1
1108	62856	1
1109	5989	1
1109	40844	1
1109	65747	1
1110	12883	1
1110	16423	1
1110	64675	1
1111	2863	1
1111	5168	1
1111	35481	1
1112	34159	1
1112	44117	1
1112	54577	1
1113	2263	1
1113	35723	1
1113	46826	1
1114	42260	1
1114	62743	1
1114	67682	1
1115	16368	1
1115	20535	1
1115	74377	1
1116	55254	1
1116	68141	1
1116	69821	1
1117	37143	1
1117	70199	1
1117	74473	1
1118	1118	1
1118	48367	1
1119	4407	1
1119	12352	1
1119	80353	1
1120	19933	1
1120	38838	1
1120	70710	1
1121	6819	1
1121	56408	1
1121	59510	1
1122	1122	1
1122	12484	1
1123	9641	1
1123	20153	1
1123	25588	1
1124	33145	1
1124	67960	1
1124	78325	1
1125	26509	1
1125	46564	1
1125	61389	1
1126	38972	1
1126	39832	1
1126	80542	1
1127	1193	1
1127	22360	1
1128	39818	1
1128	54689	1
1128	66960	1
1129	73095	1
1129	76872	1
1129	77043	1
1130	33182	1
1130	33784	1
1130	51188	1
1131	7161	1
1131	40963	1
1131	79142	1
1132	29197	1
1132	36605	1
1132	72758	1
1133	27762	2
1133	51472	1
1134	1134	1
1134	12854	1
1135	8273	1
1135	19770	1
1135	35519	1
1136	32840	1
1136	41202	1
1136	48714	1
1137	17001	1
1137	39078	1
1137	80198	1
1138	12884	1
1138	48093	1
1138	74363	1
1139	37566	1
1139	65848	1
1139	78448	1
1140	28955	2
1140	80589	1
1141	48433	1
1141	72119	1
1142	3680	1
1142	20882	1
1142	76259	1
1143	15964	2
1143	17720	1
1144	21722	2
1145	24882	1
1145	39372	1
1145	40438	1
1146	34933	1
1146	67259	1
1146	79504	1
1147	1147	1
1147	4127	1
1148	5785	1
1148	50141	1
1148	50836	1
1149	8502	1
1149	35880	1
1149	61337	1
1150	15885	1
1150	26045	1
1150	30363	1
1151	14860	1
1151	19503	1
1151	71546	1
1152	7404	1
1152	27549	1
1152	62881	1
1153	39542	1
1153	62062	1
1153	71175	1
1154	33208	1
1154	35625	1
1154	60806	1
1155	49798	2
1156	35804	1
1156	42528	1
1156	61063	1
1157	7415	1
1157	24868	1
1157	52934	1
1158	55143	1
1158	55919	1
1158	71268	1
1159	22617	1
1159	26658	1
1159	56365	1
1160	33754	1
1160	72530	1
1160	75906	1
1161	33242	1
1161	68604	1
1161	70801	1
1162	20121	1
1162	67616	1
1162	68638	1
1163	25875	1
1163	55045	1
1163	67015	1
1164	15093	1
1164	53371	2
1165	24359	1
1165	47198	1
1165	78934	1
1166	7477	1
1166	13586	1
1166	18105	1
1167	34829	1
1167	43665	1
1167	75700	1
1168	13912	1
1168	30974	1
1169	40696	1
1169	45987	1
1169	54664	1
1170	7895	1
1170	23400	1
1170	40620	1
1171	38732	1
1171	54593	1
1171	56714	1
1172	69958	1
1173	29926	1
1173	47923	1
1173	51480	1
1174	3197	1
1174	59873	1
1174	59928	1
1175	25620	1
1175	50980	1
1175	71719	1
1176	13091	1
1176	18051	1
1176	78796	1
1177	1177	1
1177	15804	1
1178	1178	1
1178	38677	1
1179	31200	1
1179	63165	1
1179	74817	1
1180	14209	1
1180	55257	1
1180	57795	1
1181	65018	1
1182	25811	1
1182	54045	1
1182	73678	1
1183	46007	1
1183	60339	1
1183	60588	1
1184	20723	1
1184	26307	1
1185	7679	1
1185	59235	1
1186	13911	1
1186	54966	1
1186	68414	1
1187	16016	1
1187	54301	2
1188	1188	1
1188	36749	1
1189	17699	1
1189	28561	1
1189	64403	1
1190	26328	1
1190	26998	1
1190	63262	1
1191	1191	1
1191	50520	1
1192	2224	2
1192	44436	1
1193	3618	1
1193	22013	1
1194	5409	1
1194	6055	1
1194	27347	1
1195	55529	1
1195	67729	1
1195	73438	1
1196	20311	1
1196	35523	1
1196	67262	1
1197	27126	1
1197	56615	1
1197	80412	1
1198	1198	1
1198	48944	1
1199	5672	1
1199	10657	1
1199	63191	1
1200	42701	1
1200	55446	1
1200	55973	1
1201	35261	1
1201	45065	1
1202	7681	1
1202	11928	1
1202	14694	1
1203	1203	1
1203	4674	1
1204	35006	1
1204	60264	1
1204	72389	1
1205	16596	1
1205	43907	1
1205	45006	1
1206	14749	1
1206	41429	1
1206	61605	1
1207	49014	1
1207	50723	1
1207	63714	1
1208	14561	1
1208	26741	1
1209	12665	1
1209	49418	1
1210	18201	1
1210	37710	1
1210	52886	1
1211	19645	1
1211	45986	1
1211	46309	1
1212	6300	1
1212	37358	1
1212	63167	1
1213	20879	1
1213	63701	1
1213	80392	1
1214	46727	1
1214	53197	1
1214	70088	1
1215	31736	1
1215	38241	1
1215	72486	1
1216	14533	1
1216	20412	1
1216	50886	1
1217	40316	1
1217	42878	1
1217	75740	1
1218	1218	1
1218	19094	1
1219	1219	1
1219	78426	1
1220	2953	1
1220	11233	1
1220	52940	1
1221	31939	1
1221	75275	1
1222	1222	1
1222	13747	1
1223	1223	1
1224	44726	1
1224	49975	1
1224	77331	1
1225	26302	1
1225	27879	1
1225	74792	1
1226	17560	1
1226	39087	1
1226	58318	1
1227	38518	1
1227	48054	1
1227	69966	1
1228	38262	1
1228	44243	1
1228	71468	1
1229	4550	1
1229	18408	1
1229	27415	1
1230	9904	1
1230	37159	1
1230	43084	1
1231	17865	1
1231	22259	1
1231	60911	1
1232	30531	1
1232	35686	1
1232	79204	1
1233	2355	1
1233	53825	1
1233	78443	1
1234	9175	1
1234	17508	1
1234	73159	1
1235	41189	1
1235	66061	1
1236	8474	1
1236	32024	1
1236	65454	1
1237	10629	1
1237	12651	1
1237	15527	1
1238	6668	1
1238	67171	1
1238	75047	1
1239	5167	1
1239	49173	1
1239	73900	1
1240	4073	1
1240	18408	1
1240	70801	1
1241	1241	1
1241	42230	1
1242	34005	1
1242	71999	1
1242	76626	1
1243	36452	1
1243	39193	1
1243	58632	1
1244	27540	1
1244	33400	1
1244	56734	1
1245	29366	1
1245	35551	1
1245	49236	1
1246	21713	1
1246	23343	1
1246	59719	1
1247	4938	1
1247	34116	1
1247	57481	1
1248	9314	1
1248	13913	1
1248	77671	1
1249	26916	1
1249	52929	1
1249	57721	1
1250	10400	1
1250	15940	1
1250	46087	1
1251	67306	2
1252	16883	1
1252	68821	1
1252	72596	1
1253	40609	1
1253	64576	1
1253	65352	1
1254	51328	1
1254	68551	2
1255	7553	1
1255	58196	1
1255	60017	1
1256	13677	1
1256	49549	1
1256	65752	1
1257	67093	2
1257	78546	1
1258	49849	1
1258	60085	1
1258	78632	1
1259	43084	1
1259	58732	1
1259	62397	1
1260	44916	1
1260	46815	1
1260	49804	1
1261	9637	1
1261	29523	1
1261	75425	1
1262	36342	1
1262	43184	1
1262	54051	1
1263	31643	1
1263	50998	1
1263	76703	1
1264	1264	1
1264	77700	1
1265	17979	1
1265	54307	1
1265	55066	1
1266	10529	1
1266	18946	1
1266	28862	1
1267	22823	1
1267	41135	1
1267	51515	1
1268	32052	1
1268	65716	1
1268	68846	1
1269	5329	1
1269	57516	1
1270	11192	2
1270	16840	1
1271	50858	1
1271	60249	1
1271	69820	1
1272	33522	1
1272	35228	1
1272	56967	1
1273	7361	1
1273	14613	1
1273	76783	1
1274	1274	1
1275	19086	1
1275	26704	1
1275	43547	1
1276	23144	1
1276	33768	1
1276	41600	1
1277	16210	1
1277	27618	1
1277	32864	1
1278	4072	1
1278	25799	1
1279	28783	1
1279	48046	1
1279	62716	1
1280	10924	1
1280	73880	1
1280	77537	1
1281	22967	1
1281	30366	1
1281	77237	1
1282	59797	1
1282	76740	1
1283	4685	1
1283	5257	1
1283	20307	1
1284	4893	2
1284	34722	1
1285	6917	1
1285	35534	1
1285	45048	1
1286	55813	1
1286	59636	1
1286	79780	1
1287	1582	1
1287	6299	1
1287	77081	1
1288	1912	1
1288	66785	1
1289	30036	1
1289	48520	1
1289	70377	1
1290	2113	1
1290	16856	1
1290	66960	1
1291	9079	1
1291	55657	1
1291	71195	1
1292	10132	1
1292	41109	1
1292	41326	1
1293	8351	1
1293	28830	1
1293	36554	1
1294	12139	1
1294	31314	1
1294	31928	1
1295	24543	1
1295	52541	1
1295	76073	1
1296	4051	1
1296	38085	1
1296	55849	1
1297	25568	1
1297	58996	1
1297	68932	1
1298	10863	1
1298	51912	1
1298	61052	1
1299	11625	1
1299	25566	1
1299	32562	1
1300	67331	1
1300	71320	1
1300	72996	1
1301	10137	1
1301	71515	1
1301	77235	1
1302	32691	1
1302	55228	1
1302	80100	1
1303	19818	1
1303	48881	1
1303	59584	1
1304	30356	1
1304	49531	1
1304	66784	1
1305	31280	1
1305	44438	1
1305	54013	1
1306	12203	1
1306	18222	1
1306	79300	1
1307	32067	1
1307	45570	1
1307	70780	1
1308	11160	1
1308	55870	1
1308	71966	1
1309	12550	1
1309	24823	1
1310	1310	1
1310	77018	1
1311	9448	1
1311	39018	1
1311	51926	1
1312	5604	1
1312	6177	1
1312	27481	1
1313	1313	1
1313	39455	1
1314	7564	1
1314	46198	1
1314	50043	1
1315	60910	1
1315	64458	1
1315	80376	1
1316	44308	1
1316	58254	1
1316	68755	1
1317	22528	1
1317	28149	1
1317	29378	1
1318	4891	1
1318	7229	1
1318	22453	1
1319	49784	1
1319	68338	1
1319	79549	1
1320	29724	1
1320	44801	1
1320	58296	1
1321	17424	1
1321	35512	1
1321	80241	1
1322	6430	1
1322	29300	1
1322	58212	1
1323	28885	1
1323	52010	1
1324	19979	1
1324	27375	1
1324	47179	1
1325	8969	1
1325	37031	1
1325	73731	1
1326	24174	1
1326	60866	1
1326	61404	1
1327	39026	1
1327	39726	1
1327	70542	1
1328	34867	1
1328	54662	1
1328	56776	1
1329	10716	1
1329	39867	1
1329	42373	1
1330	23366	1
1330	35136	1
1330	52885	1
1331	11920	1
1331	29124	1
1331	46554	1
1332	15588	1
1332	41989	1
1332	42118	1
1333	40488	1
1333	42925	1
1333	52806	1
1334	16703	1
1334	17205	1
1334	66904	1
1335	24394	1
1335	42398	1
1335	63601	1
1336	41938	1
1336	46678	1
1336	68244	1
1337	20017	1
1337	33512	1
1337	42456	1
1338	24904	1
1338	50534	1
1338	74858	1
1339	1339	1
1339	71851	1
1340	20470	1
1340	36846	1
1340	62230	1
1341	1341	1
1341	53399	1
1342	2462	1
1342	6240	1
1342	71159	1
1343	45632	1
1343	61215	1
1343	62407	1
1344	10865	1
1344	32165	1
1344	64038	1
1345	2419	1
1345	52724	1
